slug,is_pass
minimum-limit-of-balls-in-a-bag,1
form-array-by-concatenating-subarrays-of-another-array,1
map-of-highest-peak,1
minimum-number-of-operations-to-move-all-balls-to-each-box,0
closest-dessert-cost,0
equal-sum-arrays-with-minimum-number-of-operations,0
check-if-number-is-a-sum-of-powers-of-three,1
sum-of-beauty-of-all-substrings,1
minimum-elements-to-add-to-form-a-given-sum,1
number-of-restricted-paths-from-first-to-last-node,0
largest-number,1
maximum-average-pass-ratio,0
design-authentication-manager,1
maximum-number-of-consecutive-values-you-can-make,1
number-of-orders-in-the-backlog,1
maximum-value-at-a-given-index-in-a-bounded-array,0
minimum-number-of-operations-to-reinitialize-a-permutation,1
evaluate-the-bracket-pairs-of-a-string,1
sentence-similarity-iii,0
count-nice-pairs-in-an-array,1
finding-the-users-active-minutes,1
minimum-absolute-sum-difference,0
find-the-winner-of-the-circular-game,1
minimum-sideway-jumps,0
queries-on-number-of-points-inside-a-circle,1
maximum-xor-for-each-query,0
maximum-ice-cream-bars,1
single-threaded-cpu,0
frequency-of-the-most-frequent-element,1
longest-substring-of-all-vowels-in-order,0
seat-reservation-manager,1
maximum-element-after-decreasing-and-rearranging,1
splitting-a-string-into-descending-consecutive-values,0
minimum-adjacent-swaps-to-reach-the-kth-smallest-number,0
maximum-distance-between-a-pair-of-values,0
maximum-subarray-min-product,1
incremental-memory-leak,1
rotating-the-box,0
minimum-number-of-swaps-to-make-the-binary-string-alternating,0
finding-pairs-with-a-certain-sum,1
repeated-dna-sequences,1
minimum-speed-to-arrive-on-time,0
jump-game-vii,1
minimize-maximum-pair-sum-in-array,1
get-biggest-three-rhombus-sums-in-a-grid,0
maximum-value-after-insertion,1
process-tasks-using-servers,1
egg-drop-with-2-eggs-and-n-floors,1
reduction-operations-to-make-the-array-elements-equal,0
minimum-number-of-flips-to-make-the-binary-string-alternating,1
rotate-array,1
find-the-student-that-will-replace-the-chalk,1
largest-magic-square,0
maximum-number-of-removable-characters,0
merge-triplets-to-form-target-triplet,1
find-a-peak-element-ii,0
the-number-of-full-rounds-you-have-played,1
count-sub-islands,0
minimum-absolute-difference-queries,1
remove-all-occurrences-of-a-substring,1
maximum-alternating-subsequence-sum,0
cyclically-rotating-a-grid,0
number-of-wonderful-substrings,1
eliminate-maximum-number-of-monsters,1
count-good-numbers,1
nearest-exit-from-entrance-in-maze,1
sum-game,0
unique-length-3-palindromic-subsequences,0
add-minimum-number-of-rungs,1
maximum-number-of-points-with-cost,1
the-number-of-the-smallest-unoccupied-chair,0
describe-the-painting,1
largest-number-after-mutating-substring,0
maximum-compatibility-score-sum,1
maximum-number-of-weeks-for-which-you-can-work,1
minimum-garden-perimeter-to-collect-enough-apples,0
check-if-move-is-legal,0
minimum-total-space-wasted-with-k-resizing-operations,0
remove-stones-to-minimize-the-total,0
minimum-number-of-swaps-to-make-the-string-balanced,0
array-with-elements-not-equal-to-average-of-neighbors,1
minimum-non-zero-product-of-the-array-elements,0
maximum-matrix-sum,1
number-of-ways-to-arrive-at-destination,0
house-robber,1
find-unique-binary-string,1
minimize-the-difference-between-target-and-chosen-elements,0
find-the-kth-largest-integer-in-the-array,1
minimum-number-of-work-sessions-to-finish-the-tasks,0
binary-tree-right-side-view,1
find-all-groups-of-farmland,1
operations-on-tree,1
the-number-of-weak-characters-in-the-game,1
first-day-where-you-have-been-in-all-the-rooms,1
number-of-islands,1
number-of-pairs-of-interchangeable-rectangles,1
maximum-product-of-the-length-of-two-palindromic-subsequences,0
find-original-array-from-doubled-array,1
maximum-earnings-from-taxi,0
bitwise-and-of-numbers-range,0
sum-of-beauty-in-the-array,0
detect-squares,1
grid-game,0
check-if-word-can-be-placed-in-crossword,1
number-of-pairs-of-strings-with-concatenation-equal-to-target,1
maximize-the-confusion-of-an-exam,1
find-missing-observations,0
stone-game-ix,0
minimum-operations-to-make-a-uni-value-grid,0
stock-price-fluctuation,0
remove-colored-pieces-if-both-neighbors-are-the-same-color,0
the-time-when-the-network-becomes-idle,0
count-primes,0
simple-bank-system,1
count-number-of-maximum-bitwise-or-subsets,1
next-greater-numerically-balanced-number,0
count-nodes-with-the-highest-score,0
two-best-non-overlapping-events,0
plates-between-candles,0
find-the-minimum-and-maximum-number-of-nodes-between-critical-points,0
minimum-operations-to-convert-number,0
vowels-of-all-substrings,1
minimized-maximum-of-products-distributed-to-any-store,0
walking-robot-simulation-ii,1
course-schedule,1
most-beautiful-item-for-each-query,0
reverse-nodes-in-even-length-groups,0
decode-the-slanted-ciphertext,0
watering-plants,0
implement-trie-prefix-tree,1
range-frequency-queries,1
minimum-number-of-food-buckets-to-feed-the-hamsters,0
minimum-cost-homecoming-of-a-robot-in-a-grid,0
minimum-size-subarray-sum,1
k-radius-subarray-averages,1
removing-minimum-and-maximum-from-array,0
delete-the-middle-node-of-a-linked-list,1
step-by-step-directions-from-a-binary-tree-node-to-another,0
course-schedule-ii,1
find-good-days-to-rob-the-bank,1
detonate-the-maximum-bombs,0
sum-of-subarray-ranges,1
watering-plants-ii,0
adding-spaces-to-a-string,0
design-add-and-search-words-data-structure,1
number-of-smooth-descent-periods-of-a-stock,1
find-all-possible-recipes-from-given-supplies,0
check-if-a-parentheses-string-can-be-valid,0
execution-of-all-suffix-instructions-staying-in-a-grid,1
intervals-between-identical-elements,1
number-of-laser-beams-in-a-bank,0
destroying-asteroids,0
house-robber-ii,1
maximum-twin-sum-of-a-linked-list,0
longest-palindrome-by-concatenating-two-letter-words,0
minimum-swaps-to-group-all-1s-together-ii,0
count-words-obtained-after-adding-a-letter,0
minimum-moves-to-reach-target-score,0
solving-questions-with-brainpower,0
count-the-hidden-sequences,0
k-highest-ranked-items-within-a-price-range,0
rearrange-array-elements-by-sign,0
kth-largest-element-in-an-array,1
find-all-lonely-numbers-in-the-array,1
all-divisions-with-the-highest-score-of-a-binary-array,0
combination-sum-iii,1
partition-array-according-to-given-pivot,0
minimum-cost-to-set-cooking-time,0
smallest-value-of-the-rearranged-number,0
design-bitset,0
minimum-operations-to-make-the-array-alternating,0
removing-minimum-number-of-magic-beans,0
find-three-consecutive-integers-that-sum-to-a-given-number,1
maximum-split-of-positive-even-integers,0
merge-nodes-in-between-zeros,0
construct-string-with-repeat-limit,0
minimum-number-of-steps-to-make-two-strings-anagram-ii,0
minimum-time-to-complete-trips,1
sort-the-jumbled-numbers,1
all-ancestors-of-a-node-in-a-directed-acyclic-graph,1
append-k-integers-with-minimal-sum,0
create-binary-tree-from-descriptions,0
count-artifacts-that-can-be-extracted,1
maximize-the-topmost-element-after-k-moves,0
maximize-number-of-subsequences-in-a-string,0
minimum-operations-to-halve-array-sum,0
maximal-square,1
count-collisions-on-a-road,0
maximum-points-in-an-archery-competition,0
minimum-deletions-to-make-array-beautiful,0
find-palindrome-with-fixed-length,0
count-complete-tree-nodes,1
find-triangular-sum-of-an-array,1
number-of-ways-to-select-buildings,0
find-players-with-zero-or-one-losses,0
maximum-candies-allocated-to-k-children,1
rectangle-area,1
minimize-result-by-adding-parentheses-to-expression,0
maximum-product-after-k-increments,0
number-of-ways-to-buy-pens-and-pencils,0
design-an-atm-machine,0
minimum-rounds-to-complete-all-tasks,0
maximum-trailing-zeros-in-a-cornered-path,0
count-lattice-points-inside-a-circle,0
count-number-of-rectangles-containing-each-point,1
minimum-average-difference,0
count-unguarded-cells-in-the-grid,1
minimum-consecutive-cards-to-pick-up,1
k-divisible-elements-subarrays,0
count-nodes-equal-to-average-of-subtree,0
count-number-of-texts,0
basic-calculator-ii,1
number-of-ways-to-split-array,0
maximum-white-tiles-covered-by-a-carpet,0
maximum-consecutive-floors-without-special-floors,0
largest-combination-with-bitwise-and-greater-than-zero,1
maximum-bags-with-full-capacity-of-rocks,0
minimum-lines-to-represent-a-line-chart,0
sender-with-largest-word-count,1
maximum-total-importance-of-roads,0
apply-discount-to-prices,0
steps-to-make-array-non-decreasing,0
majority-element-ii,1
partition-array-such-that-maximum-difference-is-k,1
replace-elements-in-an-array,1
kth-smallest-element-in-a-bst,1
successful-pairs-of-spells-and-potions,1
minimum-path-cost-in-a-grid,1
fair-distribution-of-cookies,0
sum-of-numbers-with-units-digit-k,0
longest-binary-subsequence-less-than-or-equal-to-k,0
count-unreachable-pairs-of-nodes-in-an-undirected-graph,0
maximum-xor-after-operations,0
count-number-of-ways-to-place-houses,0
spiral-matrix-iv,1
number-of-people-aware-of-a-secret,0
the-latest-time-to-catch-a-bus,0
minimum-sum-of-squared-difference,0
smallest-number-in-infinite-set,1
move-pieces-to-obtain-a-string,0
max-sum-of-a-pair-with-equal-sum-of-digits,1
query-kth-smallest-trimmed-number,0
number-of-zero-filled-subarrays,0
design-a-number-container-system,1
lowest-common-ancestor-of-a-binary-search-tree,1
equal-row-and-column-pairs,0
design-a-food-rating-system,1
maximum-number-of-groups-entering-a-competition,0
find-closest-node-to-given-two-nodes,0
lowest-common-ancestor-of-a-binary-tree,1
count-number-of-bad-pairs,1
task-scheduler-ii,0
reachable-nodes-with-restrictions,0
check-if-there-is-a-valid-partition-for-the-array,1
delete-node-in-a-linked-list,1
longest-ideal-subsequence,1
node-with-highest-edge-score,1
construct-smallest-number-from-di-string,1
product-of-array-except-self,1
time-needed-to-rearrange-a-binary-string,1
shifting-letters-ii,0
largest-palindromic-number,0
amount-of-time-for-binary-tree-to-be-infected,0
removing-stars-from-a-string,0
minimum-amount-of-time-to-collect-garbage,0
strictly-palindromic-number,1
maximum-rows-covered-by-columns,0
search-a-2d-matrix-ii,1
number-of-ways-to-reach-a-position-after-exactly-k-steps,0
longest-nice-subarray,0
optimal-partition-of-string,0
divide-intervals-into-minimum-number-of-groups,0
different-ways-to-add-parentheses,0
maximum-matching-of-players-with-trainers,1
smallest-subarrays-with-maximum-bitwise-or,0
length-of-the-longest-alphabetical-continuous-substring,1
reverse-odd-levels-of-binary-tree,0
longest-subarray-with-maximum-bitwise-and,0
find-all-good-indices,0
longest-uploaded-prefix,0
bitwise-xor-of-all-pairings,1
maximum-sum-of-an-hourglass,1
minimize-xor,0
find-the-original-array-of-prefix-xor,0
using-a-robot-to-print-the-lexicographically-smallest-string,0
range-product-queries-of-powers,0
minimize-maximum-of-array,0
count-number-of-distinct-integers-after-reverse-operations,1
sum-of-number-and-its-reverse,1
number-of-subarrays-with-gcd-equal-to-k,1
words-within-two-edits-of-dictionary,1
destroy-sequential-targets,1
most-popular-video-creator,0
minimum-addition-to-make-integer-beautiful,0
maximum-sum-of-distinct-subarrays-with-length-k,0
total-cost-to-hire-k-workers,0
count-ways-to-build-good-strings,0
most-profitable-path-in-a-tree,0
number-of-subarrays-with-lcm-equal-to-k,1
minimum-number-of-operations-to-sort-a-binary-tree-by-level,0
closest-nodes-queries-in-a-binary-search-tree,1
minimum-fuel-cost-to-report-to-the-capital,0
difference-between-ones-and-zeros-in-row-and-column,1
minimum-penalty-for-a-shop,0
append-characters-to-string-to-make-subsequence,1
remove-nodes-from-linked-list,0
divide-players-into-teams-of-equal-skill,0
minimum-score-of-a-path-between-two-cities,0
maximum-star-sum-of-a-graph,0
frog-jump-ii,0
longest-square-streak-in-an-array,0
design-memory-allocator,0
smallest-value-after-replacing-with-sum-of-prime-factors,0
reward-top-k-students,1
minimize-the-maximum-of-two-arrays,0
take-k-of-each-character-from-left-and-right,0
maximum-tastiness-of-candy-basket,0
distinct-prime-factors-of-product-of-array,1
partition-string-into-substrings-with-values-at-most-k,0
closest-prime-numbers-in-range,1
find-consecutive-integers-from-a-data-stream,1
find-xor-beauty-of-array,0
maximal-score-after-applying-k-operations,1
make-number-of-distinct-characters-equal,0
increment-submatrices-by-one,1
count-the-number-of-good-subarrays,0
minimum-operations-to-make-array-equal-ii,0
maximum-subsequence-score,0
sort-the-students-by-their-kth-score,1
apply-bitwise-operations-to-make-strings-equal,0
count-collisions-of-monkeys-on-a-polygon,0
maximum-number-of-integers-to-choose-from-a-range-i,1
maximize-win-from-two-segments,0
disconnect-path-in-a-binary-matrix-by-at-most-one-flip,1
count-vowel-strings-in-ranges,0
house-robber-iv,0
count-the-number-of-fair-pairs,1
substring-xor-queries,0
minimum-score-by-changing-two-elements,0
minimum-impossible-or,0
minimum-operations-to-reduce-an-integer-to-0,0
count-the-number-of-square-free-subsets,0
find-the-divisibility-array-of-a-string,0
find-the-maximum-number-of-marked-indices,0
count-total-number-of-colored-cells,0
count-ways-to-group-overlapping-ranges,0
kth-largest-sum-in-a-binary-tree,1
rearrange-array-to-maximize-prefix-score,0
count-the-number-of-beautiful-subarrays,1
maximize-greatness-of-an-array,0
find-score-of-an-array-after-marking-all-elements,1
minimum-time-to-repair-cars,0
check-knight-tour-configuration,0
the-number-of-beautiful-subsets,0
smallest-missing-non-negative-integer-after-operations,0
single-number-iii,1
prime-subtraction-operation,0
minimum-operations-to-make-all-array-elements-equal,0
find-the-substring-with-maximum-cost,0
make-k-subarray-sums-equal,0
convert-an-array-into-a-2d-array-with-conditions,0
mice-and-cheese,0
sum-of-distances,1
minimize-the-maximum-difference-of-pairs,0
ugly-number-ii,1
h-index,1
h-index-ii,1
perfect-squares,1
peeking-iterator,1
find-the-duplicate-number,1
game-of-life,0
bulls-and-cows,1
longest-increasing-subsequence,1
range-sum-query-2d-immutable,1
additive-number,1
range-sum-query-mutable,1
best-time-to-buy-and-sell-stock-with-cooldown,0
minimum-height-trees,1
super-ugly-number,1
remove-duplicate-letters,1
maximum-product-of-word-lengths,1
bulb-switcher,1
coin-change,1
wiggle-sort-ii,1
odd-even-linked-list,1
verify-preorder-serialization-of-a-binary-tree,0
increasing-triplet-subsequence,1
house-robber-iii,0
flatten-nested-list-iterator,1
integer-break,1
top-k-frequent-elements,1
design-twitter,1
count-numbers-with-unique-digits,0
water-and-jug-problem,1
largest-divisible-subset,1
sum-of-two-integers,1
super-pow,1
find-k-pairs-with-smallest-sums,1
guess-number-higher-or-lower-ii,1
wiggle-subsequence,1
combination-sum-iv,1
kth-smallest-element-in-a-sorted-matrix,1
insert-delete-getrandom-o1,1
linked-list-random-node,1
shuffle-an-array,1
mini-parser,1
lexicographical-numbers,1
longest-absolute-file-path,1
elimination-game,0
utf-8-validation,1
decode-string,1
longest-substring-with-at-least-k-repeating-characters,1
rotate-function,1
integer-replacement,1
random-pick-index,1
evaluate-division,0
nth-digit,1
remove-k-digits,1
queue-reconstruction-by-height,1
arithmetic-slices,1
partition-equal-subset-sum,1
pacific-atlantic-water-flow,1
battleships-in-a-board,1
maximum-xor-of-two-numbers-in-an-array,1
reconstruct-original-digits-from-english,0
longest-repeating-character-replacement,1
construct-quad-tree,1
n-ary-tree-level-order-traversal,1
flatten-a-multilevel-doubly-linked-list,1
minimum-genetic-mutation,1
non-overlapping-intervals,1
find-right-interval,1
path-sum-iii,1
find-all-anagrams-in-a-string,1
find-all-duplicates-in-an-array,1
string-compression,1
add-two-numbers-ii,0
number-of-boomerangs,1
serialize-and-deserialize-bst,1
delete-node-in-a-bst,1
sort-characters-by-frequency,1
minimum-number-of-arrows-to-burst-balloons,1
minimum-moves-to-equal-array-elements,1
4sum-ii,1
132-pattern,1
circular-array-loop,0
minimum-moves-to-equal-array-elements-ii,1
can-i-win,1
unique-substrings-in-wraparound-string,1
validate-ip-address,1
implement-rand10-using-rand7,0
matchsticks-to-square,1
ones-and-zeroes,1
heaters,0
total-hamming-distance,1
generate-random-point-in-a-circle,1
magical-string,1
predict-the-winner,0
non-decreasing-subsequences,1
target-sum,1
random-point-in-non-overlapping-rectangles,1
diagonal-traverse,1
next-greater-element-ii,1
most-frequent-subtree-sum,1
find-bottom-left-tree-value,1
find-largest-value-in-each-tree-row,1
longest-palindromic-subsequence,1
coin-change-ii,1
random-flip-matrix,1
longest-uncommon-subsequence-ii,1
continuous-subarray-sum,1
longest-word-in-dictionary-through-deleting,1
contiguous-array,1
beautiful-arrangement,1
random-pick-with-weight,0
minesweeper,1
k-diff-pairs-in-an-array,1
encode-and-decode-tinyurl,1
complex-number-multiplication,1
convert-bst-to-greater-tree,1
minimum-time-difference,0
single-element-in-a-sorted-array,1
01-matrix,1
number-of-provinces,1
optimal-division,1
brick-wall,1
next-greater-element-iii,1
logical-or-of-two-binary-grids-represented-as-quad-trees,1
subarray-sum-equals-k,1
array-nesting,1
permutation-in-string,0
out-of-boundary-paths,1
shortest-unsorted-continuous-subarray,1
delete-operation-for-two-strings,1
fraction-addition-and-subtraction,0
valid-square,0
find-duplicate-file-in-system,1
valid-triangle-number,1
task-scheduler,1
design-circular-queue,1
add-one-row-to-tree,1
sum-of-square-numbers,1
exclusive-time-of-functions,1
shopping-offers,1
solve-the-equation,0
design-circular-deque,1
maximum-length-of-pair-chain,1
palindromic-substrings,1
replace-words,1
dota2-senate,0
2-keys-keyboard,1
find-duplicate-subtrees,1
maximum-binary-tree,1
print-binary-tree,1
find-k-closest-elements,1
split-array-into-consecutive-subsequences,1
maximum-width-of-binary-tree,1
non-decreasing-array,1
beautiful-arrangement-ii,0
trim-a-binary-search-tree,1
maximum-swap,1
bulb-switcher-ii,0
number-of-longest-increasing-subsequence,1
implement-magic-dictionary,1
map-sum-pairs,1
valid-parenthesis-string,1
redundant-connection,0
repeated-string-match,1
longest-univalue-path,1
knight-probability-in-chessboard,1
employee-importance,1
top-k-frequent-words,1
max-area-of-island,1
partition-to-k-equal-sum-subsets,1
insert-into-a-binary-search-tree,1
design-linked-list,1
minimum-ascii-delete-sum-for-two-strings,1
subarray-product-less-than-k,1
best-time-to-buy-and-sell-stock-with-transaction-fee,0
maximum-length-of-repeated-subarray,1
longest-word-in-dictionary,1
accounts-merge,0
remove-comments,1
split-linked-list-in-parts,1
my-calendar-i,1
my-calendar-ii,1
asteroid-collision,1
monotone-increasing-digits,1
daily-temperatures,1
delete-and-earn,0
network-delay-time,1
open-the-lock,1
reach-a-number,0
pyramid-transition-matrix,0
partition-labels,1
largest-plus-sign,0
reorganize-string,0
max-chunks-to-make-sorted,1
global-and-local-inversions,1
swap-adjacent-in-lr-string,1
k-th-symbol-in-grammar,1
rabbits-in-forest,1
letter-case-permutation,1
is-graph-bipartite,1
k-th-smallest-prime-fraction,0
cheapest-flights-within-k-stops,1
rotated-digits,1
escape-the-ghosts,1
domino-and-tromino-tiling,1
custom-sort-string,1
number-of-matching-subsequences,1
valid-tic-tac-toe-state,1
number-of-subarrays-with-bounded-maximum,0
all-paths-from-source-to-target,1
champagne-tower,0
find-eventual-safe-states,0
max-increase-to-keep-city-skyline,1
soup-servings,1
expressive-words,1
subdomain-visit-count,1
largest-sum-of-averages,0
binary-tree-pruning,1
ambiguous-coordinates,0
linked-list-components,0
short-encoding-of-words,0
card-flipping-game,1
binary-trees-with-factors,1
friends-of-appropriate-ages,1
most-profit-assigning-work,1
masking-personal-information,1
find-and-replace-in-string,0
image-overlap,1
new-21-game,0
push-dominoes,1
magic-squares-in-grid,0
keys-and-rooms,1
split-array-into-fibonacci-sequence,1
longest-mountain-in-array,1
hand-of-straights,1
shifting-letters,1
maximize-distance-to-closest-person,1
loud-and-rich,1
peak-index-in-a-mountain-array,1
car-fleet,1
exam-room,1
score-of-parentheses,1
mirror-reflection,0
score-after-flipping-matrix,1
all-nodes-distance-k-in-binary-tree,0
smallest-subtree-with-all-the-deepest-nodes,0
prime-palindrome,0
reordered-power-of-2,0
advantage-shuffle,0
length-of-longest-fibonacci-subsequence,1
walking-robot-simulation,1
koko-eating-bananas,1
stone-game,1
decoded-string-at-index,1
boats-to-save-people,1
spiral-matrix-iii,0
possible-bipartition,1
construct-binary-tree-from-preorder-and-postorder-traversal,1
find-and-replace-pattern,1
groups-of-special-equivalent-strings,1
all-possible-full-binary-trees,1
bitwise-ors-of-subarrays,1
rle-iterator,1
online-stock-span,1
fruit-into-baskets,0
sum-of-subarray-minimums,1
snakes-and-ladders,1
smallest-range-ii,1
online-election,1
sort-an-array,1
partition-array-into-disjoint-intervals,1
word-subsets,1
maximum-sum-circular-subarray,1
complete-binary-tree-inserter,0
minimum-add-to-make-parentheses-valid,1
3sum-with-multiplicity,0
flip-string-to-monotone-increasing,0
binary-subarrays-with-sum,1
minimum-falling-path-sum,1
beautiful-array,1
shortest-bridge,1
knight-dialer,1
reorder-data-in-log-files,1
minimum-area-rectangle,1
minimum-increment-to-make-array-unique,1
validate-stack-sequences,1
most-stones-removed-with-same-row-or-column,0
bag-of-tokens,1
largest-time-for-given-digits,1
reveal-cards-in-increasing-order,0
flip-equivalent-binary-trees,1
array-of-doubled-pairs,1
delete-columns-to-make-sorted-ii,0
prison-cells-after-n-days,0
check-completeness-of-a-binary-tree,1
regions-cut-by-slashes,1
maximum-width-ramp,1
minimum-area-rectangle-ii,0
vowel-spellchecker,1
numbers-with-same-consecutive-differences,1
pancake-sorting,1
powerful-integers,1
flip-binary-tree-to-match-preorder-traversal,1
k-closest-points-to-origin,1
subarray-sums-divisible-by-k,1
longest-turbulent-subarray,1
distribute-coins-in-binary-tree,1
time-based-key-value-store,1
minimum-cost-for-tickets,1
string-without-aaa-or-bbb,1
sum-of-even-numbers-after-queries,1
interval-list-intersections,1
smallest-string-starting-from-leaf,1
satisfiability-of-equality-equations,1
broken-calculator,1
rotting-oranges,0
maximum-binary-tree-ii,1
median-of-two-sorted-arrays,1
regular-expression-matching,1
merge-k-sorted-lists,1
reverse-nodes-in-k-group,1
substring-with-concatenation-of-all-words,1
longest-valid-parentheses,1
sudoku-solver,1
first-missing-positive,0
trapping-rain-water,1
wildcard-matching,1
n-queens,0
n-queens-ii,1
permutation-sequence,1
valid-number,1
text-justification,1
edit-distance,1
minimum-window-substring,1
largest-rectangle-in-histogram,1
maximal-rectangle,0
scramble-string,1
minimum-cost-to-merge-stones,0
grid-illumination,1
numbers-with-repeated-digits,0
recover-a-tree-from-preorder-traversal,0
stream-of-characters,1
escape-a-large-maze,0
longest-duplicate-substring,1
number-of-submatrices-that-sum-to-target,1
shortest-common-supersequence,1
find-in-mountain-array,1
brace-expansion-ii,0
parsing-a-boolean-expression,0
smallest-sufficient-team,1
longest-chunked-palindrome-decomposition,0
distinct-subsequences,1
online-majority-element-in-subarray,0
last-substring-in-lexicographical-order,1
dinner-plate-stacks,0
number-of-valid-words-for-each-puzzle,1
make-array-strictly-increasing,0
critical-connections-in-a-network,1
sort-items-by-groups-respecting-dependencies,0
design-skiplist,0
minimum-moves-to-reach-target-with-rotations,0
count-vowels-permutation,1
dice-roll-simulation,0
maximum-equal-frequency,0
best-time-to-buy-and-sell-stock-iii,1
maximum-profit-in-job-scheduling,1
binary-tree-maximum-path-sum,1
tiling-a-rectangle-with-the-fewest-squares,0
check-if-it-is-a-good-array,1
maximum-score-words-formed-by-letters,0
word-ladder-ii,1
minimum-moves-to-move-a-box-to-their-target-location,0
number-of-ways-to-stay-in-the-same-place-after-some-steps,1
word-ladder,1
palindrome-partitioning-iii,1
minimum-number-of-flips-to-convert-binary-matrix-to-zero-matrix,0
minimum-falling-path-sum-ii,0
shortest-path-in-a-grid-with-obstacles-elimination,0
maximum-candies-you-can-get-from-boxes,0
number-of-paths-with-max-score,0
verbal-arithmetic-puzzle,0
minimum-insertion-steps-to-make-a-string-palindrome,1
distinct-echo-substrings,1
palindrome-partitioning-ii,1
minimum-distance-to-type-a-word-using-two-fingers,0
minimum-number-of-taps-to-open-to-water-a-garden,0
reverse-subarray-to-maximize-array-value,0
minimum-difficulty-of-a-job-schedule,1
jump-game-v,1
jump-game-iv,0
maximum-students-taking-exam,0
candy,1
construct-target-array-with-multiple-sums,0
count-all-valid-pickup-and-delivery-options,1
largest-multiple-of-three,0
minimum-cost-to-make-at-least-one-valid-path-in-a-grid,0
maximum-sum-bst-in-binary-tree,1
frog-position-after-t-seconds,0
maximum-performance-of-a-team,1
pizza-with-3n-slices,0
longest-happy-prefix,0
find-all-good-strings,0
word-break-ii,1
reducing-dishes,0
stone-game-iii,1
number-of-ways-to-paint-n-3-grid,0
restore-the-array,1
build-array-where-you-can-find-the-maximum-exactly-k-comparisons,1
constrained-subsequence-sum,1
number-of-ways-to-wear-different-hats-to-each-other,1
find-the-kth-smallest-sum-of-a-matrix-with-sorted-rows,0
number-of-ways-of-cutting-a-pizza,1
form-largest-integer-with-digits-that-add-up-to-target,0
maximum-number-of-darts-inside-of-a-circular-dartboard,0
max-dot-product-of-two-subsequences,1
cherry-pickup-ii,0
probability-of-a-two-boxes-having-the-same-number-of-distinct-balls,0
paint-house-iii,0
allocate-mailboxes,0
kth-ancestor-of-a-tree-node,1
find-critical-and-pseudo-critical-edges-in-minimum-spanning-tree,0
max-points-on-a-line,0
parallel-courses-ii,1
max-value-of-equation,1
minimum-possible-integer-after-at-most-k-adjacent-swaps-on-digits,0
stone-game-iv,1
best-position-for-a-service-centre,1
maximum-number-of-non-overlapping-substrings,1
find-a-value-of-a-mysterious-function-closest-to-target,1
minimum-number-of-increments-on-subarrays-to-form-a-target-array,1
string-compression-ii,0
get-the-maximum-score,1
find-minimum-in-rotated-sorted-array-ii,1
find-longest-awesome-substring,1
minimum-cost-to-cut-a-stick,1
minimum-number-of-days-to-eat-n-oranges,1
stone-game-v,1
minimum-number-of-days-to-disconnect-island,0
number-of-ways-to-reorder-array-to-get-same-bst,0
count-all-possible-routes,1
remove-max-number-of-edges-to-keep-graph-fully-traversable,0
check-if-string-is-transformable-with-substring-sort-operations,0
strange-printer-ii,0
minimum-cost-to-connect-two-groups-of-points,0
maximum-number-of-achievable-transfer-requests,0
find-servers-that-handled-most-number-of-requests,0
maximum-number-of-visible-points,0
minimum-one-bit-operations-to-make-integers-zero,1
count-subtrees-with-max-distance-between-cities,1
fancy-sequence,0
graph-connectivity-with-threshold,1
rank-transform-of-a-matrix,0
number-of-ways-to-form-a-target-string-given-a-dictionary,0
maximum-gap,1
kth-smallest-instructions,1
create-sorted-array-through-instructions,1
distribute-repeating-integers,0
maximize-grid-happiness,0
minimum-initial-energy-to-finish-tasks,0
minimum-number-of-removals-to-make-mountain-array,0
minimize-deviation-in-array,1
minimum-incompatibility,1
delivering-boxes-from-storage-to-ports,0
maximum-height-by-stacking-cuboids,0
checking-existence-of-edge-length-limited-paths,0
minimum-adjacent-swaps-for-k-consecutive-ones,0
maximum-xor-with-an-element-from-array,1
minimum-operations-to-make-a-subsequence,1
number-of-ways-to-reconstruct-a-tree,0
find-minimum-time-to-finish-all-jobs,1
cat-and-mouse-ii,0
count-ways-to-make-array-with-product,0
building-boxes,0
dungeon-game,1
palindrome-partitioning-iv,1
maximum-number-of-events-that-can-be-attended-ii,0
closest-subsequence-sum,0
minimum-degree-of-a-connected-trio-in-a-graph,0
tree-of-coprimes,0
maximum-score-from-performing-multiplication-operations,1
maximize-palindrome-length-from-subsequences,0
car-fleet-ii,1
count-pairs-of-nodes,0
make-the-xor-of-all-segments-equal-to-zero,0
maximum-score-of-a-good-subarray,1
maximize-score-after-n-operations,1
count-pairs-with-xor-in-a-range,1
maximize-number-of-nice-divisors,1
maximum-number-of-groups-getting-fresh-donuts,0
number-of-different-subsequences-gcds,0
finding-mk-average,0
minimum-number-of-operations-to-make-string-sorted,0
find-xor-sum-of-all-pairs-bitwise-and,1
maximum-building-height,0
closest-room,0
minimum-interval-to-include-each-query,0
largest-color-value-in-a-directed-graph,1
sum-of-floored-pairs,0
number-of-ways-to-rearrange-sticks-with-k-sticks-visible,1
stone-game-viii,1
minimum-xor-sum-of-two-arrays,1
best-time-to-buy-and-sell-stock-iv,1
minimum-skips-to-arrive-at-meeting-on-time,0
minimum-space-wasted-from-packaging,0
minimum-cost-to-change-the-final-value-of-expression,0
the-earliest-and-latest-rounds-where-players-compete,0
design-movie-rental-system,1
count-ways-to-build-rooms-in-an-ant-colony,0
longest-common-subpath,0
minimum-cost-to-reach-destination-in-time,0
painting-a-grid-with-three-different-colors,0
merge-bsts-to-create-single-bst,0
